"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.005131932E0,-5.116462708E-3,8.466506004E-1,2.598205805E0,2.732675762E0
3.015141779E0,-1.559438705E-1,1.135358214E0,-1.147471428E0,1.621742101E0
3.025120932E0,5.958623886E-1,1.059195995E-1,1.011542678E0,1.178766108E0
3.035130702E0,6.079473495E-1,-9.631043673E-1,-4.602738857E0,4.741558287E0
3.045140548E0,-6.850233078E-1,9.344934821E-1,3.151404142E0,3.357660356E0
3.055150394E0,4.403553009E-1,-2.064914852E-1,-1.901342750E0,1.962563572E0
3.065129471E0,-2.851638794E-1,5.725245550E-2,5.235358477E-1,5.989040537E-1
3.075139317E0,-1.558952332E-1,-6.396707892E-2,-5.869973898E-1,6.107053680E-1
3.085149163E0,-1.032390594E-1,4.089000821E-2,-2.397819757E-1,2.642455147E-1
3.095128317E0,2.606868744E-2,-6.827296317E-2,-5.844944715E-1,5.890454662E-1
3.105138087E0,1.099128723E-1,-1.312326938E-1,-9.124357700E-1,9.283544010E-1
3.115147933E0,2.136516571E-2,-3.208089992E-2,-7.100485563E-1,7.110939507E-1
3.125127087E0,-1.352872849E-1,-2.541245520E-2,1.558089852E-1,2.079059456E-1
3.135136856E0,-6.977653503E-2,-2.238295227E-2,-8.607278466E-1,8.638415291E-1
3.145146471E0,2.799606323E-2,-1.306559145E-1,3.099286854E-1,3.375063520E-1
3.155125856E0,-4.916667938E-2,-3.044131771E-2,-2.319651544E-1,2.390645709E-1
3.165135625E0,-1.061344147E-2,1.839824319E-1,4.433072805E-1,4.800869977E-1
3.175145471E0,-6.303215027E-2,1.447219998E-1,4.382494092E-1,4.658111783E-1
3.185124625E0,-1.754951477E-2,4.040631652E-2,-1.768751442E-1,1.822785575E-1
3.195134394E0,-8.948326111E-2,5.631649494E-2,-7.548806071E-2,1.299124664E-1
3.205144241E0,-7.773399353E-2,2.894866653E-2,-1.456950009E-1,1.676533099E-1
3.215123394E0,-2.522468567E-2,3.648293763E-2,-1.122615337E-1,1.207060125E-1
3.225133241E0,-2.294540405E-2,8.149841800E-3,-9.229248762E-2,9.545058805E-2
3.235143010E0,-4.941272736E-2,6.069675088E-2,-3.687082529E-1,3.769237177E-1
3.245122164E0,-5.905437469E-2,1.022606436E-2,7.121172547E-2,9.307578314E-2
3.255131933E0,-4.013061523E-3,-2.630757727E-2,-3.661965430E-1,3.671622276E-1
3.265141779E0,-6.859397888E-2,-7.491773367E-2,-2.722270489E-1,2.905604359E-1
3.275120933E0,-9.006595612E-2,1.485058200E-2,-1.115548313E-1,1.441419322E-1
3.285130702E0,-1.328182220E-2,5.683349818E-2,4.414882064E-1,4.453294171E-1
3.295140548E0,1.796913147E-2,5.856741592E-2,6.605495214E-1,6.633842794E-1
3.305150395E0,-7.779884338E-2,2.254972905E-1,2.391653359E-1,3.377894995E-1
3.315129472E0,1.308209419E0,3.966507912E-1,3.056459427E-1,1.400772350E0
3.325139318E0,-4.291725159E-2,-5.368151665E-1,-2.097953081E0,2.165968500E0
3.335149164E0,-2.921772003E-1,3.445611000E-1,2.367046595E0,2.409771659E0
3.345128318E0,5.672264099E-2,6.390978098E-1,-3.481108546E-1,7.299620782E-1
3.355138087E0,4.039764404E-3,-2.490105629E-1,-2.880178988E-1,3.807583094E-1
3.365147933E0,-9.178447723E-2,-2.928092182E-1,4.819032550E-1,5.713076016E-1
3.375127087E0,1.978244781E-1,4.818060622E-2,-8.901550174E-1,9.131439371E-1
3.385136856E0,1.907472610E-1,-1.877470464E-1,-4.491478205E-3,2.676819837E-1
3.395146472E0,-1.421852112E-1,-1.586281359E-1,-5.398299098E-1,5.803411508E-1
3.405125856E0,-2.929744720E-1,1.962336451E-1,3.234083652E-1,4.784711647E-1
3.415135626E0,-3.600873947E-1,1.943847239E-1,1.887690127E-1,4.506463057E-1
3.425145472E0,-2.044134140E-1,1.796029061E-1,5.299175978E-1,5.956968257E-1
3.435124626E0,-3.193922043E-1,-9.432087094E-2,4.187690318E-1,5.350470155E-1
3.445134395E0,-4.847574234E-1,-5.699957907E-2,4.180009365E-1,6.426223576E-1
3.455144241E0,-5.977296829E-1,3.314977139E-2,5.986322165E-1,8.466051097E-1
3.465123395E0,-6.582660675E-1,-1.978065819E-2,6.790689230E-1,9.459598788E-1
3.475133241E0,-7.628593445E-1,9.573373012E-3,8.993570805E-1,1.179359651E0
3.485143010E0,-8.083829880E-1,7.233173400E-2,9.454624057E-1,1.246039364E0
3.495122164E0,-7.638120651E-1,8.945654333E-2,8.159440756E-1,1.121238636E0
3.505131934E0,-7.180337906E-1,8.220168203E-2,9.719237089E-1,1.211183445E0
3.515141780E0,-5.612068176E-1,8.659275621E-2,5.612333417E-1,7.983948030E-1
3.525120934E0,-6.191158295E-1,3.581665084E-2,7.958253622E-1,1.008922817E0
3.535130703E0,-4.540052414E-1,-1.631681919E-1,1.273187995E-1,4.989535998E-1
3.545140549E0,-4.825973511E-1,-2.353650518E-3,8.230564594E-1,9.541109361E-1
3.555150395E0,-4.113016129E-1,6.056363136E-2,4.407938719E-1,6.059176575E-1
3.565129472E0,-3.257684708E-1,4.221409559E-2,4.998744130E-1,5.981484391E-1
3.575139318E0,-3.105211258E-1,7.648988068E-2,4.552104473E-1,5.563188139E-1
3.585149165E0,-1.941547394E-1,-1.844546571E-2,5.113017559E-1,5.472346696E-1
3.595128318E0,7.159233093E-2,6.619367003E-2,-1.297873259E-1,1.623324174E-1
3.605138088E0,2.395038605E-1,-7.994693518E-1,-2.656815529E0,2.784812758E0
3.615147934E0,-1.014347076E-1,1.688973010E-1,3.134637833E0,3.140823083E0
3.625127088E0,8.372783661E-2,5.925455093E-1,7.634948492E-1,9.700746961E-1
3.635136857E0,3.099536896E-2,7.040689886E-2,-6.779839993E-1,6.823343371E-1
3.645146472E0,5.682268143E-1,1.341493130E-1,3.043324947E-1,6.584041449E-1
3.655125857E0,2.854547501E-1,1.948562264E-1,2.331705093E-1,4.169194763E-1
3.665135626E0,5.053586960E-1,1.696564555E-1,-8.448843956E-1,9.989996829E-1
3.675145472E0,5.563631058E-1,-7.114143111E-3,-1.399881840E-1,5.737483840E-1
3.685124626E0,5.270090103E-1,-6.898081303E-2,-5.623755455E-1,7.737978442E-1
3.695134396E0,5.288791656E-1,-8.461911976E-2,-5.738701820E-1,7.849844286E-1
3.705144242E0,4.355659485E-1,-4.488631338E-2,-2.068581581E-1,4.842755148E-1
3.715123396E0,3.940191269E-1,2.345613390E-2,-2.893955708E-1,4.894395355E-1
3.725133242E0,4.332008362E-1,2.818308771E-2,-4.813489914E-1,6.481929515E-1
3.735143011E0,4.233570099E-1,-2.587086521E-2,-4.424867630E-1,6.129396340E-1
3.745122165E0,2.992219925E-1,-6.375621259E-2,-5.640666485E-1,6.416929479E-1
3.755131934E0,4.049921036E-1,-8.146481961E-2,-4.329922199E-1,5.984458065E-1
3.765141780E0,4.090909958E-1,-7.966478169E-2,-6.845145226E-1,8.014125354E-1
3.775120934E0,4.061565399E-1,-5.393923819E-2,-4.921140671E-1,6.403505535E-1
3.785130704E0,3.118782043E-1,-1.857238077E-2,-3.817744255E-1,4.933200377E-1
3.795140550E0,3.414916992E-1,-5.034267902E-2,-5.227718353E-1,6.264514010E-1
3.805150396E0,3.411512375E-1,-9.600435942E-2,-2.362399101E-1,4.259228792E-1
3.815129473E0,3.086433411E-1,-1.475523263E-1,-5.785703659E-1,6.721428935E-1
3.825139319E0,3.131752014E-1,-2.032306641E-1,-3.877706528E-1,5.382819789E-1
3.835149165E0,3.170576096E-1,-2.366759777E-1,-3.217983246E-1,5.099953018E-1
3.845128319E0,3.205175400E-1,-2.212421298E-1,-3.249654770E-1,5.072298637E-1
3.855138088E0,3.147468567E-1,-1.810415685E-1,-2.502627373E-1,4.409910101E-1
3.865147934E0,2.721261978E-1,-1.972891688E-1,-2.393035889E-1,4.126037946E-1
3.875127088E0,4.419355392E-1,-1.129888892E-1,-2.639865875E-1,5.270317147E-1
3.885136858E0,4.209623337E-1,-8.335337043E-4,-3.780879974E-1,5.658272837E-1
3.895146473E0,5.277853012E-1,1.246522367E-2,-1.942439079E-1,5.625330228E-1
3.905125858E0,6.122941971E-1,-1.812587678E-2,-4.669880867E-1,7.702665800E-1
3.915135627E0,6.011261940E-1,-7.410049438E-2,-3.615746498E-1,7.053933738E-1
3.925145473E0,7.223205566E-1,-7.888605446E-2,-3.482475281E-1,8.057582373E-1
3.935124627E0,7.521324158E-1,-4.807627201E-2,-4.822530746E-1,8.947527741E-1
3.945134396E0,8.948316574E-1,-1.451009512E-2,-3.205122948E-1,9.506115763E-1
3.955144242E0,8.255286217E-1,7.224304229E-2,-6.978392601E-1,1.083372602E0
3.965123396E0,1.017744541E0,2.088498175E-1,-4.524421692E-1,1.133192885E0
3.975133242E0,1.206868172E0,2.821016610E-1,-7.783913612E-1,1.463559101E0
3.985143012E0,1.230338097E0,3.534091711E-1,-7.733554840E-1,1.495562964E0
3.995122166E0,1.201150417E0,4.039503634E-1,-5.082464218E-1,1.365376375E0
4.005131935E0,1.219167709E0,4.494274855E-1,-5.361065865E-1,1.405619166E0
4.015141781E0,1.262507915E0,5.365008116E-1,-6.281652451E-1,1.508758076E0
4.025120935E0,1.220531940E0,5.204334855E-1,-6.281409264E-1,1.468029378E0
4.035130704E0,1.157054901E0,4.979755878E-1,-4.150714874E-1,1.326288080E0
4.045140550E0,1.093333244E0,4.694653451E-1,-5.395879745E-1,1.306495494E0
4.055150396E0,1.200051308E0,4.526346922E-1,-5.037803650E-1,1.377968055E0
4.065129473E0,1.343020916E0,4.442506731E-1,-3.563532829E-1,1.458784255E0
4.075139320E0,1.550558567E0,4.470749497E-1,-8.339800835E-1,1.816488552E0
4.085149166E0,1.624257088E0,3.853410184E-1,-8.844394684E-1,1.889161708E0
4.095128320E0,1.569223881E0,4.014832079E-1,-7.812776566E-1,1.798345665E0
4.105138089E0,1.180897236E0,4.017351568E-1,-6.377096176E-1,1.400922187E0
4.115147935E0,1.118021488E0,3.686993718E-1,-2.423734665E-1,1.201938506E0
4.125127089E0,8.776154518E-1,2.753699720E-1,-2.604284286E-1,9.559604956E-1
4.135136858E0,9.833426476E-1,5.946783349E-2,-1.046838760E-1,9.906855705E-1
4.145146474E0,1.471531391E0,-2.810433209E-1,-5.625905991E-1,1.600280652E0
4.155125858E0,1.503484011E0,-4.787737727E-1,-9.887361526E-1,1.862065433E0
4.165135627E0,1.579299927E0,-5.648407340E-1,-8.549995422E-1,1.882619858E0
4.175145474E0,1.335418224E0,-5.469124913E-1,-2.855138779E-1,1.471044962E0
4.185124628E0,8.944735527E-1,-4.589070082E-1,-7.292928696E-1,1.241993023E0
4.195134397E0,6.537985802E-1,-3.017278612E-1,-3.075990677E-1,7.830130727E-1
4.205144243E0,4.548428059E-1,-2.309867591E-1,2.716493607E-1,5.779534895E-1
4.215123397E0,4.643509388E-1,-2.505177259E-1,-5.982780457E-2,5.309993329E-1
4.225133243E0,4.463016987E-1,-3.998568654E-1,1.014995575E-2,5.993110550E-1
4.235143012E0,5.839111805E-1,-4.009524584E-1,3.673238754E-1,7.978984710E-1
4.245122166E0,5.675144196E-1,-3.950842023E-1,-5.397510529E-2,6.935974735E-1
4.255131935E0,5.551881790E-1,-4.026160538E-1,-1.844987869E-1,7.101925114E-1
4.265141782E0,6.365725994E-1,-3.516598344E-1,6.475639343E-2,7.301251290E-1
4.275120935E0,5.441944599E-1,-2.921347618E-1,-1.089267731E-1,6.271804933E-1
4.285130705E0,5.747809410E-1,-1.474785507E-1,9.438800812E-2,6.008595086E-1
4.295140551E0,5.760545731E-1,-1.150349975E-1,-1.509952545E-1,6.065241039E-1
4.305150397E0,6.010448933E-1,-9.344762564E-2,8.432579041E-2,6.140832691E-1
4.315129474E0,6.188870668E-1,-6.518372893E-2,2.207069397E-1,6.602890831E-1
4.325139320E0,6.765124798E-1,-2.684584260E-2,2.553749084E-2,6.775263818E-1
4.335149166E0,6.921828985E-1,5.968502164E-2,-7.847595215E-2,6.991694658E-1
4.345128320E0,6.948657036E-1,1.722205281E-1,-9.978866577E-2,7.228112023E-1
4.355138089E0,7.266691923E-1,2.631129324E-1,-1.053600311E-1,7.799854271E-1
4.365147936E0,7.056604624E-1,3.302335441E-1,-3.529930115E-2,7.799082783E-1
4.375127090E0,6.431703568E-1,2.221520841E-1,-2.658863068E-1,7.305581321E-1
4.385136859E0,5.940469503E-1,5.031614304E-1,3.206882477E-1,8.419644627E-1
4.395146474E0,8.156740665E-1,5.956083536E-1,-3.852767944E-1,1.080977198E0
4.405125859E0,7.927463651E-1,7.283236980E-1,-6.710042953E-1,1.268522358E0
4.415135628E0,7.261627913E-1,8.461229205E-1,1.706438065E-1,1.127987458E0
4.425145474E0,8.977636695E-1,7.621381283E-1,-9.584426880E-4,1.177639610E0
4.435124628E0,8.245179653E-1,6.194590330E-1,-2.157449722E-1,1.053615329E0
4.445134397E0,6.207014322E-1,4.623053968E-1,1.622409821E-1,7.907709429E-1
4.455144244E0,4.992299676E-1,2.579441369E-1,-2.061719894E-1,5.985587920E-1
4.465123397E0,1.987540722E-1,1.458029151E-1,-1.173477173E-1,2.730057838E-1
4.475133244E0,7.325058579E-1,2.251884639E-1,-4.500226974E-1,8.887041715E-1
4.485143013E0,2.312009335E-1,1.198542595E0,-7.231076241E0,7.333377245E0
4.495122167E0,2.099598646E0,4.973432124E-1,5.921610355E0,6.302470464E0
4.505131936E0,2.862657547E0,-7.338327169E-1,2.765771866E0,4.047568740E0
4.515141782E0,3.053331852E0,1.390435696E0,-1.350041389E0,3.616456633E0
4.525120936E0,-2.111974478E0,3.538299322E0,-2.512861252E0,4.826434498E0
4.535130705E0,2.298694134E0,3.746911287E-1,1.568834305E0,2.808136257E0
4.545140551E0,9.249137044E-1,3.487807512E-1,4.583955288E0,4.689323987E0
4.555150398E0,3.180278242E-1,1.494643390E-1,-6.121826172E-1,7.058674397E-1
4.565129475E0,-2.274487257E0,7.752043009E-1,-7.420634270E0,7.800003010E0
4.575139321E0,-6.113042831E-1,2.068107873E-1,1.140877724E0,1.310750018E0
4.585149167E0,1.966077685E-1,-2.259975970E-1,1.912045479E0,1.935367521E0
4.595128321E0,6.340200305E-1,-2.734467983E-1,7.971639633E-1,1.054620754E0
4.605138090E0,4.368528724E-1,6.348192692E-2,3.353853226E-1,5.543948969E-1
4.615147936E0,1.174078226E0,-1.946712136E-1,-1.762167931E0,2.126403625E0
4.625127090E0,4.508673251E-1,1.157661751E-1,3.926725388E-1,6.089949711E-1
4.635136859E0,5.179798603E-1,1.684653759E-2,5.556068420E-1,7.597933301E-1
4.645146475E0,5.791019201E-1,-1.799611002E-1,-7.397212982E-1,9.565211082E-1
4.655125859E0,1.626293212E-1,7.513667643E-2,8.594779968E-1,8.779500232E-1
4.665135629E0,5.892475843E-1,-1.524865031E-1,-3.180599213E-1,6.867510195E-1
4.675145475E0,4.251717329E-1,-1.705220044E-1,3.095846176E-1,5.528936533E-1
4.685078231E0,4.413074851E-1,-2.651713490E-1,1.193370819E-1,5.284973793E-1
4.695088000E0,4.322667122E-1,-2.556152642E-1,-5.035896301E-1,7.111934964E-1
4.705097846E0,3.041500449E-1,-3.032127023E-1,4.816312790E-1,6.453013881E-1
4.715077000E0,1.235596091E-1,-2.420589626E-1,2.269325256E-1,3.540591611E-1
4.725086846E0,-3.599834442E-2,-2.143423855E-1,-3.196268082E-1,3.865227491E-1
4.735096615E0,-6.728757918E-2,-2.278459072E-1,-8.949279785E-3,2.377424349E-1
4.745075769E0,-8.324509114E-2,-1.889583766E-1,2.060413361E-1,2.916985524E-1
4.755085539E0,-1.113131642E-3,-4.062178731E-2,1.769504547E-1,1.815566911E-1
4.765095385E0,-1.058532894E-1,4.056023657E-1,-7.925128937E-2,4.266133669E-1
4.775074539E0,-2.928774059E-2,4.425817728E-1,-3.208475113E-1,5.474299251E-1
4.785084385E0,5.993987620E-2,4.027150869E-1,5.842218399E-1,7.121006869E-1
4.795094154E0,3.099919856E-2,4.059783220E-1,-1.912841797E-1,4.498544050E-1
4.805104000E0,-1.302552223E-2,3.563396335E-1,-2.054491043E-1,4.115299905E-1
4.815083077E0,-4.387434572E-2,2.924717367E-1,4.867677689E-1,5.695678500E-1
4.825092923E0,-3.477533162E-2,2.553301156E-1,1.301956177E-2,2.580160859E-1
4.835102770E0,-8.255228400E-2,3.176274598E-1,-2.836017609E-1,4.337419066E-1
4.845081923E0,-1.253481209E-2,3.995685279E-1,2.481985092E-1,4.705471602E-1
4.855091693E0,7.640138268E-3,4.200661778E-1,1.790695190E-1,4.567054391E-1
4.865101539E0,7.147343457E-2,4.491343498E-1,-2.324104309E-1,5.107296001E-1
4.875080693E0,1.725345850E-3,4.508497417E-1,7.199668884E-2,4.565654275E-1
4.885090462E0,-3.466963768E-3,5.538774729E-1,1.753778458E-1,5.809902440E-1
4.895100077E0,1.068985462E-2,5.431649685E-1,-1.426200867E-1,5.616786849E-1
4.905079462E0,-1.101014018E-2,5.283162594E-1,1.426773071E-1,5.473537312E-1
4.915089231E0,-4.682213068E-3,5.046993494E-1,8.798408508E-2,5.123324659E-1
4.925099077E0,-1.892511547E-2,4.788988233E-1,-5.499076843E-2,4.824170680E-1
4.935078231E0,-3.945171833E-3,4.172133803E-1,4.607105255E-2,4.197679252E-1
4.945088001E0,-2.986478060E-2,3.368011713E-1,8.951663971E-2,3.497715867E-1
4.955097847E0,2.975289524E-2,2.929394245E-1,1.550006866E-2,2.948541900E-1
4.965077001E0,3.242492676E-3,2.214332819E-1,4.912471771E-2,2.268401419E-1
4.975086847E0,1.250740886E-2,1.594068855E-1,5.874919891E-2,1.703480519E-1
4.985096616E0,5.235806108E-3,1.157455146E-1,3.482818604E-2,1.209852899E-1
4.995075770E0,7.516548038E-3,9.675239772E-2,3.722476959E-2,1.039384839E-1
5.005085539E0,2.521410584E-3,8.709377050E-2,7.792377472E-2,1.168922454E-1
5.015095385E0,9.652495384E-3,5.996507406E-2,3.003215790E-2,6.775626379E-2
5.025074539E0,2.448260784E-3,5.814907700E-2,2.523994446E-2,6.343787459E-2
5.035084308E0,-1.417267323E-2,2.633446082E-2,6.833171844E-2,7.458949148E-2
5.045094155E0,3.126433492E-2,6.204362959E-2,5.635070801E-2,8.945542411E-2
5.055104001E0,1.211294532E-2,3.857447952E-2,6.069183350E-3,4.088458024E-2
5.065083078E0,2.601677179E-2,3.698471189E-2,5.873107910E-2,7.412206811E-2
5.075092924E0,1.130005717E-2,-2.385754511E-2,8.027076721E-2,8.450011727E-2
5.085102770E0,3.933636844E-2,-8.904665709E-2,-1.790142059E-2,9.898039139E-2
5.095081924E0,3.684493899E-2,-1.990394294E-1,6.350135803E-2,2.121477468E-1
5.105091693E0,-2.293837070E-2,-2.944469452E-1,3.477096558E-2,2.973788702E-1
5.115101539E0,-4.879564792E-2,-3.183731139E-1,-4.422569275E-2,3.251128524E-1
5.125080693E0,-1.410245299E-1,-2.121944427E-1,-6.095981598E-2,2.619742330E-1
5.135090463E0,-1.168815047E-1,-1.160965636E-1,3.481864929E-2,1.683806300E-1
5.145100078E0,-4.878772050E-2,-3.908754885E-2,2.478466034E-1,2.556091097E-1
5.155079463E0,1.868004352E-1,3.561558574E-2,1.016664505E-1,2.156361280E-1
5.165089232E0,2.603409886E-1,5.397746712E-2,3.002166748E-1,4.010249982E-1
5.175099078E0,2.896992564E-1,3.713816404E-1,7.716741562E-1,9.040635959E-1
5.185078232E0,-5.154435635E-1,5.254386067E-1,-1.023946762E0,1.261045109E0
5.195088001E0,-3.135060072E-1,2.048726678E-1,-2.982769012E-1,4.787775437E-1
5.205097847E0,-2.544900179E-1,-2.546005249E-1,2.981967926E-1,4.674483112E-1
5.215077001E0,-1.898093373E-1,-7.537021637E-1,1.523408890E-1,7.920241679E-1
5.225086847E0,-8.168171346E-2,-8.852360845E-1,4.372568130E-1,9.907110316E-1
5.235096617E0,6.211170554E-2,-8.491655588E-1,1.953573227E-1,8.735585234E-1
5.245075771E0,2.618510425E-1,-6.056612134E-1,-5.206203461E-1,8.404980777E-1
5.255085540E0,1.238266081E-1,-5.080431104E-1,-1.074409485E-2,5.230260667E-1
5.265095386E0,7.358784974E-2,-6.320880055E-1,3.842611313E-1,7.433754337E-1
5.275074540E0,-1.195332855E-1,-1.522572041E-1,-1.442823410E-1,2.414287813E-1
5.285084309E0,-3.003901243E-2,2.406393141E-1,2.550735474E-1,3.519547362E-1
5.295094155E0,6.185859442E-2,4.487004280E-1,2.479429245E-1,5.163663947E-1
5.305104001E0,4.526625574E-2,4.536803961E-1,-4.294786453E-1,6.263599943E-1
5.315083078E0,-2.610288560E-2,4.469542503E-1,9.768009186E-2,4.582476000E-1
5.325092925E0,4.350394011E-3,5.037607551E-1,3.641328812E-1,6.216000156E-1
5.335102771E0,1.007036567E-1,4.114730954E-1,-3.248147964E-1,5.338126888E-1
5.345081925E0,2.120046318E-2,3.319732249E-1,-1.066083908E-1,3.493150879E-1
5.355091694E0,-3.630322218E-2,2.469283193E-1,2.263717651E-1,3.369505823E-1
5.365101540E0,-1.126650870E-1,2.673049867E-1,-2.212944031E-1,3.648514637E-1
5.375080694E0,-2.083896846E-2,3.259526491E-1,8.757972717E-2,3.381561779E-1
5.385090463E0,1.819461584E-2,3.013670743E-1,6.165504456E-3,3.019787591E-1
5.395100079E0,-4.347398132E-2,2.269608825E-1,-1.375074387E-1,2.689043044E-1
5.405079463E0,-2.172113955E-2,1.411149502E-1,-3.455162048E-3,1.428186795E-1
5.415089232E0,-3.299430758E-2,1.033241004E-1,2.042961121E-2,1.103714776E-1
5.425099079E0,6.902357936E-2,7.120916247E-2,4.907512665E-2,1.106497509E-1
5.435078233E0,5.313608050E-2,8.281335980E-2,1.926269531E-1,2.163021930E-1
5.445088002E0,7.318022847E-2,1.138248965E-1,7.520484924E-2,1.548135080E-1
5.455097848E0,2.379721403E-2,1.522779465E-1,-1.403379440E-1,2.084457217E-1
5.465077002E0,-3.755463660E-2,1.049827561E-1,9.187030792E-2,1.444710465E-1
5.475086848E0,1.102834940E-3,4.734967649E-2,2.570362091E-1,2.613633886E-1
5.485096617E0,-2.205911279E-2,-5.868680030E-2,-7.339572906E-2,9.652812042E-2
5.495075771E0,2.202653885E-2,-2.041400224E-1,1.372680664E-1,2.469834796E-1
5.505085540E0,-3.212086856E-2,-2.740172744E-1,7.264232635E-2,2.852965552E-1
5.515095387E0,5.483183265E-2,-3.470935524E-1,7.505416870E-2,3.593237985E-1
5.525074540E0,2.443420887E-1,-4.760622382E-1,3.440284729E-2,5.362106553E-1
5.535084310E0,9.899426997E-2,-5.235965848E-1,2.188110352E-1,5.760481909E-1
5.545094156E0,2.557215989E-1,-6.869550943E-1,3.203201294E-2,7.337076309E-1
5.555104002E0,-6.554403156E-2,-5.958486199E-1,-5.655097961E-2,6.021043192E-1
5.565083079E0,-1.664040238E-1,-4.327048063E-1,2.259902954E-1,5.157473821E-1
5.575092925E0,2.435970306E-2,-3.006593585E-1,2.115964890E-1,3.684596574E-1
5.585102771E0,6.728643179E-2,-1.358487308E-1,-2.482070923E-1,2.908420572E-1
5.595081925E0,1.152562797E-1,-8.505497873E-2,4.852294922E-2,1.512376806E-1
5.605091694E0,4.032866657E-2,-3.254667670E-2,2.710914612E-1,2.760004852E-1
5.615101541E0,-2.219873667E-2,5.182452500E-2,-8.327674866E-2,1.005663073E-1
5.625080695E0,-3.772629797E-2,1.141402721E-1,-3.060531616E-2,1.240482191E-1
5.635090464E0,-1.770351827E-2,1.717996597E-1,2.088279724E-1,2.709938370E-1
5.645100079E0,-6.073653698E-3,2.001737654E-1,-1.862239838E-2,2.011298569E-1
5.655079464E0,-1.520052552E-2,2.556354403E-1,-2.819538116E-2,2.576344578E-1
5.665089233E0,-2.241504192E-2,2.505231500E-1,1.465826035E-1,2.911198077E-1
5.675099079E0,-3.471821547E-3,2.633389235E-1,1.012325287E-2,2.635562983E-1
5.685078233E0,-5.783036351E-3,2.549065948E-1,-3.054809570E-2,2.567956419E-1
5.695088002E0,-3.406079113E-2,2.331829965E-1,7.484531403E-2,2.472574941E-1
5.705097849E0,-2.657918632E-2,2.128463984E-1,7.010555267E-2,2.256653074E-1
5.715077002E0,-1.659277081E-2,1.733430326E-1,1.747989655E-2,1.750104962E-1
5.725086849E0,-2.306462824E-2,1.463056803E-1,4.625701904E-2,1.551677833E-1
5.735096618E0,-1.531471312E-2,9.588059783E-2,4.389858246E-2,1.065585052E-1
5.745075772E0,-1.710961759E-2,5.642980710E-2,3.674507141E-2,6.947850327E-2
5.755085541E0,-9.358584881E-3,3.751982003E-3,7.028579712E-2,7.100530795E-2
5.765095387E0,-1.136706769E-2,-2.894650772E-2,4.157257080E-2,5.191713764E-2
5.775074541E0,8.113905787E-3,-8.223809302E-2,2.242374420E-2,8.562571877E-2
5.785084310E0,1.547731459E-2,-2.688619494E-1,4.174699783E-1,4.967972201E-1
5.795094156E0,1.200991869E-1,-4.359307587E-1,1.283454895E-2,4.523540281E-1
5.805104003E0,1.690139621E-1,-2.382835150E-1,-3.744316101E-2,2.945280007E-1
5.815083080E0,4.325911403E-1,4.055861235E-1,-4.922542572E-1,7.706811610E-1
5.825092926E0,3.621415794E-2,8.203782439E-1,1.088155746E0,1.363236904E0
5.835102772E0,-2.948892117E-2,3.068341911E-1,7.433872223E-1,8.047616912E-1
5.845081926E0,9.418661892E-2,-2.086919844E-1,-1.796810150E0,1.811339333E0
5.855091695E0,-1.259496063E-1,-2.878828645E-1,1.809997559E-1,3.626303333E-1
5.865101541E0,-8.844087273E-2,-4.684394002E-1,1.078987122E0,1.179606065E0
5.875080695E0,-4.702523351E-2,-8.758082986E-1,-2.936935425E-2,8.775614551E-1
5.885090464E0,1.287245452E-1,-1.217452645E0,-2.566757202E-1,1.250857057E0
5.895100080E0,-6.699897349E-2,-1.288256645E0,1.120147705E-1,1.294851866E0
5.905079464E0,-1.049299091E-1,-1.219723821E0,1.023311615E-1,1.228498332E0
5.915089234E0,-1.177357584E-1,-7.486997247E-1,6.381511688E-2,7.605822478E-1
5.925099080E0,-1.120016426E-1,-2.636261880E-1,-8.489990234E-2,2.987492734E-1
5.935078234E0,-1.162247807E-1,1.537052840E-1,-2.575578690E-1,3.216668616E-1
5.945088003E0,1.015347987E-1,2.862638235E-1,-7.102108002E-2,3.119299373E-1
5.955097849E0,-2.535457537E-2,4.055692852E-1,-2.865762711E-1,4.972476834E-1
5.965077003E0,-1.192515343E-1,4.454668164E-1,-1.357660294E-1,4.807224019E-1
5.975086849E0,-1.620680839E-1,4.117219448E-1,9.647655487E-2,4.528672535E-1
5.985096618E0,-5.197872967E-2,2.626520097E-1,-3.758716583E-2,2.703713402E-1
